Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
236.6,6.0,235.9,4.288932707955827,4.288932707955827,0.0,0.0,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.0,0.9,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,324.0,54.0,81.0,59.78690476190476,10.41603275836658,57.0,0.0025748968124389,5.5,10.929036969829728,14.730494793004455,124.1280470521542,0.9,38.5
54.0,6.0,255.0,4.249075837270604,4.249075837270604,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,867.0,54.0,84.0,56.00631420952628,7.454929709926853,54.0,169410360.4687616,13.5,10.584287638831167,10.565569022923963,56.22636476464385,1.0,244.6
54.0,6.0,255.0,4.249075837270604,4.249075837270604,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,297.0,54.0,54.0,54.0,0.0,54.0,0.0048990011215209,5.5,10.392304845413264,0.0,0.0,0.0,38.5
54.0,6.0,255.0,4.249075837270604,4.249075837270604,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,837.0,54.0,54.0,54.0,0.0,54.0,169410360.4740238,13.5,10.392304845413264,0.0,0.0,0.0,244.6
264.1,6.0,235.9,4.357181970870849,4.357181970870849,0.0,0.0,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.0,0.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,429.6,54.0,186.6,72.68853174603174,45.693820698667295,76.1,0.0001383066177368,5.5,11.979229939827896,64.62082094869974,3514.003967860292,0.6,38.5
54.0,6.0,255.0,4.429252726604345,4.429252726604345,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1058.0,54.0,275.0,68.77984801017695,54.91798219646115,54.0,169410360.4786297,13.5,11.73116520025528,77.83302513553987,3051.279868299968,1.0,244.6
54.0,6.0,255.0,4.429252726604345,4.429252726604345,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,297.0,54.0,54.0,54.0,0.0,54.0,0.0007940053939819,5.5,10.392304845413264,0.0,0.0,0.0,38.5
54.0,6.0,255.0,4.429252726604345,4.429252726604345,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,837.0,54.0,54.0,54.0,0.0,54.0,169410360.4777436,13.5,10.392304845413264,0.0,0.0,0.0,244.6
54.0,6.0,255.0,4.429252726604345,4.429252726604345,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,297.0,54.0,54.0,54.0,0.0,54.0,0.0006556987762451,5.5,10.392304845413264,0.0,0.0,0.0,38.5
100.4,6.0,88.1,8.216603886531784,8.216603886531784,0.0,0.0,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.8,1.0,1.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,851.4,54.0,57.2,54.82626090112158,1.3394932483435598,57.2,169410360.4945503,13.5,10.470175113599804,1.8900746818681755,2.297861659104102,0.8,244.6
650.4,6.0,58.9,3.8506365770184408,3.8506365770184408,0.0,0.0,0.2,0.0,0.4,0.8,0.0,0.0,0.0,0.2,0.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,399.8,58.0,89.6,69.25496031746032,11.797959400319462,77.0,0.0026757001876831,5.5,11.7541465758197,16.68483419225893,184.8657129472159,0.8,38.5
355.0,6.0,53.7,5.25383362865602,5.25383362865602,0.0,0.0,0.6,0.0,0.2,0.4,0.0,0.0,0.0,0.6,0.6,4.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1149.6,58.0,111.0,74.59448936555361,17.052520487213783,64.9,169410360.49852592,13.5,12.218492851104012,24.137044983823337,291.5748968659992,1.0,244.6
112.0,6.0,48.0,7.196457236655197,7.196457236655197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,0.0018599033355712,5.5,10.770329614269006,0.0,0.0,0.0,38.5
112.0,6.0,46.8,7.333732634387912,7.333732634387912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.4956717,13.5,10.770329614269006,0.0,0.0,0.0,244.6
112.0,6.0,45.0,7.587913344879695,7.587913344879695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,0.0001732110977172,5.5,10.770329614269006,0.0,0.0,0.0,38.5
101.2,6.0,48.1,8.864992670674312,8.864992670674312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.4985694,13.5,10.770329614269006,0.0,0.0,0.0,244.6
58.0,6.0,44.7,9.060508099105355,9.060508099105355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,5.507469177246094e-06,5.5,10.770329614269006,0.0,0.0,0.0,38.5
112.0,6.0,52.8,7.467493267978781,7.467493267978781,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.50403172,13.5,10.770329614269006,0.0,0.0,0.0,244.6
101.2,6.0,47.1,7.513393968824397,7.513393968824397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,1.2302398681640624e-05,5.5,10.770329614269006,0.0,0.0,0.0,38.5
58.0,6.0,46.2,7.539291710256218,7.539291710256218,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.5006857,13.5,10.770329614269006,0.0,0.0,0.0,244.6
508.0,6.0,53.3,6.875372805129156,6.875372805129156,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,324.6,58.0,61.2,58.6520634920635,1.278943614116521,59.6,0.0030990839004516,5.5,10.830437400421973,1.8086994045940457,4.113846308893928,0.4,38.5
112.0,6.0,50.4,7.538922321848621,7.538922321848621,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,915.0,58.0,66.0,59.07003424508069,2.7064848767412952,58.0,169410360.5037701,13.5,10.869597319685845,3.835345258864527,7.399318917438016,1.0,244.6
112.0,6.0,47.0,7.367869876027416,7.367869876027416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,1.2493133544921876e-05,5.5,10.770329614269006,0.0,0.0,0.0,38.5
106.6,6.0,46.7,7.61448075036053,7.61448075036053,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.5045253,13.5,10.770329614269006,0.0,0.0,0.0,244.6
63.4,6.0,47.0,7.618340785081285,7.618340785081285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,1.1897087097167968e-05,5.5,10.770329614269006,0.0,0.0,0.0,38.5
79.6,6.0,47.7,7.380440660567044,7.380440660567044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.5078484,13.5,10.770329614269006,0.0,0.0,0.0,244.6
718.6,7.1,75.9,4.759738765300279,4.759738765300279,0.0,0.0,0.5,0.0,0.4,0.4,0.0,0.0,0.0,0.5,0.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,512.3,58.0,145.8,81.2097619047619,35.55155202887239,114.8,0.0824384927749633,5.5,12.59822915800137,50.27748704264405,2557.451428004535,0.5,38.5
933.4,6.0,64.0,2.300836312977059,2.300836312977059,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1589.1,58.0,255.0,103.23361190409176,65.43951416771499,80.5,169410360.58887202,13.5,14.371530286148396,92.7472392940709,4325.75798739289,1.0,244.6
186.3,6.0,215.2,1.026695294740475,1.026695294740475,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,309.0,55.2,66.0,57.51476190476192,4.166413103346633,55.2,0.0093656063079833,5.5,10.721331399066443,5.892197917201782,19.86048752834467,0.9,38.5
54.0,6.0,255.0,0.8740334349821948,0.8740334349821948,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,849.0,54.0,66.0,54.80252568381052,2.9819718839707416,54.0,169410360.5985077,13.5,10.469534792113333,4.2262276091695865,8.996218362343019,1.0,244.6
54.0,6.0,255.0,0.8740334349821948,0.8740334349821948,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,297.0,54.0,54.0,54.0,0.0,54.0,0.000551414489746,5.5,10.392304845413264,0.0,0.0,0.0,38.5
54.0,6.0,255.0,0.8740334349821948,0.8740334349821948,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,837.0,54.0,54.0,54.0,0.0,54.0,169410360.5991693,13.5,10.392304845413264,0.0,0.0,0.0,244.6
611.4,6.0,134.2,8.88686247747059,8.88686247747059,0.0,0.0,0.4,0.4,0.0,0.6,0.0,0.0,0.0,0.4,0.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,314.2,54.0,61.2,56.24,2.9593645714280887,58.0,0.0086001873016357,5.5,10.604160189087947,4.185173512920046,14.700190476190476,0.6,38.5
112.0,6.0,49.5,20.792076902801124,20.792076902801124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,54.0,66.0,58.0,3.5669953071786624,58.0,169410360.6077147,13.5,10.770329614269006,5.055876283888329,12.89093725675769,1.0,244.6
112.0,6.0,46.4,21.65878731817425,21.65878731817425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,2.100467681884765e-05,5.5,10.770329614269006,0.0,0.0,0.0,38.5
112.0,6.0,48.0,22.484371468155192,22.484371468155192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.6080656,13.5,10.770329614269006,0.0,0.0,0.0,244.6
101.2,6.0,42.9,22.581644332825498,22.581644332825498,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,3.886222839355469e-06,5.5,10.770329614269006,0.0,0.0,0.0,38.5
58.0,6.0,52.9,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.608299,13.5,10.770329614269006,0.0,0.0,0.0,244.6
58.0,6.0,51.6,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,4.320144653320312e-05,5.5,10.770329614269006,0.0,0.0,0.0,38.5
58.0,6.0,46.5,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.60853702,13.5,10.770329614269006,0.0,0.0,0.0,244.6
58.0,6.0,49.8,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,0.0096318960189819,5.5,10.770329614269006,0.0,0.0,0.0,38.5
58.0,6.0,45.7,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.6179751,13.5,10.770329614269006,0.0,0.0,0.0,244.6
58.0,6.0,46.5,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,1.270771026611328e-05,5.5,10.770329614269006,0.0,0.0,0.0,38.5
58.0,6.0,51.1,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.6179917,13.5,10.770329614269006,0.0,0.0,0.0,244.6
58.0,6.0,46.4,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,3.2782554626464844e-05,5.5,10.770329614269006,0.0,0.0,0.0,38.5
55.6,6.0,172.1,22.57976366719604,22.57976366719604,0.0,0.0,0.4,0.6,0.0,0.6,0.0,0.0,0.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,885.8,54.8,58.0,57.23479173045736,1.3198183488542163,55.6,169410360.61854511,13.5,10.698355252339418,1.870222665025273,2.244676063536235,0.8,244.6
56.8,6.0,113.3,22.57976366719604,22.57976366719604,0.0,0.0,0.7,0.3,0.0,0.3,0.0,0.0,0.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,316.6,56.8,58.0,57.7411111111111,0.4818864772080827,56.8,5.79833984375e-05,5.5,10.746192236481363,0.681490391591864,0.7875432098765431,0.3,38.5
54.4,6.0,233.4,22.57976366719604,22.57976366719604,0.0,0.0,0.1,0.9,0.0,0.9,0.0,0.0,0.0,0.1,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,865.4,54.0,58.0,55.8925599288912,1.9677848779899887,54.4,169410360.6184627,13.5,10.571600868684929,2.77861322563965,3.861130685215625,1.0,244.6
58.0,6.0,50.0,22.57976366719604,22.57976366719604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,4.696846008300781e-06,5.5,10.770329614269006,0.0,0.0,0.0,38.5
106.0,7.1,113.6,18.970665183145865,18.970665183145865,0.0,0.0,0.7,0.2,0.0,0.2,0.0,0.0,0.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,933.8,56.4,95.6,59.779394564843486,8.53779395900175,76.0,169410360.6599861,13.5,10.933279304460925,12.217665000144407,354.6754148705029,0.4,244.6
101.2,6.0,50.9,8.694753294220687,8.694753294220687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,58.0,58.0,58.0,0.0,58.0,4.601478576660156e-06,5.5,10.770329614269006,0.0,0.0,0.0,38.5
112.0,6.0,46.9,8.650173005253988,8.650173005253988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,169410360.6414375,13.5,10.770329614269006,0.0,0.0,0.0,244.6
1066.4,6.0,56.2,5.286425364434114,5.286425364434114,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.0,0.0,0.4,0.1,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,457.8,58.0,159.6,75.69531746031745,33.16167808995308,89.9,0.0475206851959228,5.5,12.227229501712513,46.89769490586236,2087.97384952129,0.6,38.5
604.0,6.0,64.0,1.4334303883650317,1.4334303883650317,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1323.0,58.0,256.0,85.70603564735919,47.71767746549318,76.3,169410360.6891221,13.5,13.09854536933789,67.61074538073385,2301.965900860723,1.0,244.6
