Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
4366.12,6.0,64.0,113.6069841261064,113.6069841261064,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1585.71,109.6,309.07,146.791119784756,59.5692690019325,169.55,84666497.97426887,9.5,15.748305020395495,83.77154934452139,14594.157409468376,0.31,141.55
4610.22,6.0,64.0,114.96613417777048,114.96613417777048,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2406.01,104.15,428.79,227.2016565586117,106.17318263101204,219.69,84666497.97447714,9.5,18.554391491906564,150.278841633545,38639.31989158805,0.36,141.55
4186.07,6.0,64.0,117.14790394891703,117.14790394891703,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2164.81,103.06,529.7,203.5083877940085,127.01302234013072,206.61,84666497.97467662,9.5,18.72374294943714,179.49526385656253,38060.62000096871,0.56,141.55
4805.53,6.0,64.0,127.688423260994,127.688423260994,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,14.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1666.37,92.16,314.52,156.2421963868175,69.38797850700509,163.01,84666497.97484526,9.5,16.873643146324724,97.80756338045576,11655.4780606909,0.53,141.55
4763.54,6.0,64.0,129.39168333224907,129.39168333224907,0.0,0.0,0.0,0.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,15.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1696.89,108.51,253.48,154.22912563734857,41.87493953215738,181.54,84666497.97509292,9.5,16.66587066122064,59.27164587380575,4739.135416269151,0.48,141.55
5727.73,6.0,64.0,138.35473081947677,138.35473081947677,0.0,0.0,0.0,0.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,16.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1851.67,86.71,425.7,175.39878036720765,111.11733387229086,175.0,84666497.97518286,9.5,17.883491254337642,157.34871403081715,25119.70505204188,0.61,141.55
6077.21,6.0,64.0,139.16818731409597,139.16818731409597,0.0,0.0,0.0,0.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2389.04,98.7,552.14,211.0761538666013,143.12697955273853,232.77,84666497.97555588,9.5,19.944889080888785,202.635157279157,32534.2438856954,0.86,141.55
6029.24,6.0,64.0,131.80293619876855,131.80293619876855,0.0,0.0,0.0,0.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,18.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1109.38,73.63,196.8,105.03483595618349,38.26151381343153,122.68,84666497.97659682,9.5,13.934166135617518,53.46907848611452,4857.376295036592,0.33,141.55
5656.03,6.0,64.0,118.02168313141368,118.02168313141368,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,19.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,905.55,66.0,145.57,78.90896377165147,22.1198263463002,97.61,84666497.97749895,9.5,12.297836276699782,31.33672384865603,5534.669220595262,0.11,141.55
5787.66,6.0,64.0,118.87068379161842,118.87068379161842,0.0,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,20.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,937.16,66.0,107.42,90.942078596584,18.831433756118813,81.26,84666497.97782733,9.5,13.065162234383438,26.6483380669182,1894.53536119542,0.19,141.55
7201.53,6.0,64.0,124.44333342676585,124.44333342676585,0.0,0.0,0.0,0.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,894.65,66.0,115.05,82.86092206954552,17.96218464805061,84.53,84666497.97847728,9.5,12.614932400183044,25.387705205434443,1905.6771911795229,0.17,141.55
6181.61,6.0,64.0,95.0230331312316,95.0230331312316,0.0,0.0,0.0,0.0,0.81,1.0,0.0,0.0,0.0,0.0,0.0,22.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1908.35,132.49,246.94,174.4098733818641,47.45285571623776,190.26,84666497.98149283,9.5,18.358152580513178,67.16031837138115,3090.753449244562,0.78,141.55
7896.59,6.0,64.0,93.44637407383212,93.44637407383212,0.0,0.0,0.0,0.0,0.94,1.0,0.0,0.0,0.0,0.0,0.0,23.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3480.15,181.88,727.91,311.8500712307988,181.32512077107225,366.84,84666497.98193008,9.5,24.66199338974898,254.8823743430745,59079.35063634733,0.92,141.55
6224.49,6.0,64.0,89.61960461058639,89.61960461058639,0.0,0.0,0.0,0.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,24.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2398.38,140.46,539.34,229.6979516996591,116.73004481576598,221.87,84666497.98283112,9.5,19.909697172608706,165.29951166825532,32219.26466040943,0.55,141.55
7569.51,6.0,64.0,91.30066326311903,91.30066326311903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,693.0,66.0,66.0,66.0,0.0,66.0,84666497.98324746,9.5,11.48912529307606,0.0,0.0,0.0,141.55
7086.41,6.0,64.0,86.47543286722761,86.47543286722761,0.0,0.0,0.0,0.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,26.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3509.1,189.32,637.74,351.3603809465389,167.0866157938308,305.48,84666497.98477176,9.5,23.01367480240261,236.35298987683208,69521.00828102259,0.59,141.55
6848.67,6.0,64.0,80.11807622913997,80.11807622913997,0.0,0.0,0.0,0.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,26.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4578.8,242.58,723.4,457.2543039223419,182.22214216256228,413.24,84666497.98630366,9.5,27.36262245557765,257.4200096912341,64243.33938930133,0.65,141.55
7612.93,6.0,64.0,77.7972300543916,77.7972300543916,0.0,0.0,0.0,0.0,0.54,1.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4973.54,175.02,912.24,479.0903435415632,279.08448389596776,455.76,84666497.98732051,9.5,28.388225755009945,395.0547500526533,132120.54337778885,0.71,141.55
7608.97,6.0,64.0,77.4754486044323,77.4754486044323,0.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,29.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3590.22,137.94,733.08,375.927359359208,204.61017446918711,313.43,84666497.98816234,9.5,26.56430601423201,289.12677425901893,52653.04597817715,0.94,141.55
7682.76,6.0,64.0,74.58156545272195,74.58156545272195,0.0,0.0,0.0,0.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,29.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3243.94,120.5,503.22,300.845759513792,137.9870710944883,277.14,84666497.98911268,9.5,21.05425680396067,193.8797046834285,74422.32003572045,0.3,141.55
7643.22,6.0,64.0,73.71011733604996,73.71011733604996,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,30.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3070.58,160.83,508.84,290.1543226863006,106.8530008889035,281.35,84666497.990299,9.5,21.640679886627144,151.269914469775,34942.74734769232,0.4,141.55
10753.54,6.0,64.0,76.6869608248226,76.6869608248226,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5652.75,209.89,1049.11,515.8178918932805,277.0514097841338,528.16,84666497.99120206,9.5,31.543600028830404,391.9279998036611,108714.4578580925,0.94,141.55
11130.75,6.0,64.0,73.65253990633555,73.65253990633555,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,33.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3563.82,151.17,847.92,380.281206525071,259.40334725456785,316.85,84666497.99194904,9.5,23.98118034251357,366.7514272909305,143023.74375678875,0.49,141.55
12274.21,6.0,64.0,77.23707816354667,77.23707816354667,0.0,0.0,0.0,0.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,36.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2793.41,109.6,638.38,267.79028963554504,198.17057000279888,257.38,84666497.9928334,9.5,21.297438512637008,280.6076680559616,87510.50425963078,0.67,141.55
13074.65,6.0,64.0,77.27507292030573,77.27507292030573,0.0,0.0,0.0,0.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,37.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3692.7,127.04,821.29,327.9195717656527,256.73632259600055,406.27,84666497.9936938,9.5,24.21598724832204,363.2686759247782,121334.2259888375,0.78,141.55
11271.8,6.0,64.0,75.60576717762106,75.60576717762106,0.0,0.0,0.0,0.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,38.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1987.51,118.79,411.12,210.7578558525238,96.56445513306736,168.93,84666497.99464555,9.5,18.842585666504128,136.36839197400704,20558.8703485518,0.57,141.55
11449.03,6.0,64.0,73.90705961143978,73.90705961143978,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,38.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3045.82,125.95,782.87,274.82007497095265,211.74633410681577,329.63,84666497.99557441,9.5,22.02115855501477,299.7563516617112,84294.35401252453,0.65,141.55
14296.28,6.0,64.0,75.30029544752092,75.30029544752092,0.0,0.0,0.0,0.0,0.74,1.0,0.0,0.0,0.0,0.0,0.0,40.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3933.75,188.39,920.98,375.4040108147786,241.3622474135229,379.77,84666497.9964432,9.5,25.605300392166864,340.1173968937146,101539.30999239776,0.71,141.55
12432.39,6.0,64.0,73.52692703914316,73.52692703914316,0.0,0.0,0.0,0.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1825.98,80.17,407.3,162.4939575128604,112.352760730554,188.08,84666497.99728076,9.5,16.501123833613725,159.15979487793172,49347.37457653484,0.33,141.55
12743.81,6.0,64.0,71.54561276906078,71.54561276906078,0.0,0.0,0.0,0.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,41.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2660.19,101.19,782.32,273.41600260326186,232.5980750287691,256.64,84666497.99859029,9.5,21.47150680827505,329.21761852510826,103946.85752780255,0.74,141.55
12860.2,6.0,64.0,68.38559607381902,68.38559607381902,0.0,0.0,0.0,0.0,0.91,1.0,0.0,0.0,0.0,0.0,0.0,40.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4556.37,160.76,1052.23,428.7282572911265,336.1055549224361,455.62,84666497.99945989,9.5,28.36468377906092,475.7689439912343,164319.13109878302,0.92,141.55
13570.9,6.0,64.0,68.59115390748059,68.59115390748059,0.0,0.0,0.0,0.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,42.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2955.33,139.21,670.84,300.8536490112055,194.4743724295537,301.46,84666498.00025941,9.5,21.23438321282015,271.5950288087761,96088.24775362336,0.57,141.55
12460.87,6.0,64.0,68.82688596200202,68.82688596200202,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,43.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3870.67,149.48,896.7,361.58628740776766,256.7523249779353,391.91,84666498.0005359,9.5,25.7504548502792,363.2301948421498,100191.69378948688,0.91,141.55
14132.05,6.0,64.0,69.05210223784167,69.05210223784167,0.0,0.0,0.0,0.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,44.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3641.41,138.58,700.48,362.13875779028336,217.85475214989265,356.09,84666498.00148217,9.5,23.941879141876367,308.0161954673731,103066.62825083136,0.67,141.55
12660.13,6.0,64.0,70.13999887749227,70.13999887749227,0.0,0.0,0.0,0.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,45.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2480.24,96.52,473.17,230.33379829278047,142.4421345135478,237.44,84666498.0020285,9.5,19.345176347222115,201.61841611733064,65530.45394000052,0.46,141.55
11977.21,6.0,64.0,69.26033514214639,69.26033514214639,0.0,0.0,0.0,0.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,46.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3096.13,85.62,723.7,249.86580399438023,208.11796049475805,318.1,84666498.00272197,9.5,21.47716159963365,294.7089630407885,75470.13901312921,0.8,141.55
14491.68,6.0,64.0,70.88201114025905,70.88201114025905,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,48.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3828.27,89.37,1095.02,389.4238892623544,359.46400160161306,351.11,84666498.00336188,9.5,25.792325212723817,506.81053627284257,182554.36021163515,0.76,141.55
14355.63,6.0,65.73,72.09516817214161,72.09516817214161,0.0,0.0,0.0,0.0,0.58,1.0,0.0,0.0,0.0,0.0,0.0,49.72,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4584.33,133.46,1038.35,428.1391867392584,317.0147807765887,383.54,84666498.00413986,9.5,27.646054604017586,448.7161487157148,144368.17796636827,0.88,141.55
14740.22,6.0,64.0,69.56506326624566,69.56506326624566,0.0,0.0,0.0,0.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2587.55,122.08,584.18,266.3000056160729,159.30693816696908,257.06,84666498.00485978,9.5,20.168704622861643,225.4311408513776,61032.99527067742,0.56,141.55
17250.65,6.0,64.0,74.43268292601216,74.43268292601216,0.0,0.0,0.0,0.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6123.98,216.16,1391.68,629.6795885265406,430.0991291172939,517.89,84666498.00576256,9.5,33.97131212975549,608.8382597369459,204249.0429088359,0.95,141.55
15761.92,6.0,64.64,69.0918476874266,69.0918476874266,0.0,0.0,0.0,0.0,0.61,1.0,0.0,0.0,0.0,0.0,0.0,50.88,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4119.6,131.81,770.4,364.2894107773461,230.1522389780565,391.49,84666498.00639543,9.5,24.73901281970695,325.52583184935907,102859.76266909884,0.79,141.55
17961.69,6.0,64.0,72.10107263183613,72.10107263183613,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,54.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3909.05,184.04,975.3,423.45078564130233,288.39635346261883,341.3,84666498.00722884,9.5,26.23808285647068,408.3192383700292,143489.08144803325,0.6,141.55
16604.56,6.11,64.64,69.16637545009945,69.16637545009945,0.0,0.0,0.0,0.0,0.4,0.99,0.0,0.0,0.0,0.0,0.0,52.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,2835.82,111.78,723.26,255.91997469060013,189.15834202297847,301.4,84666498.00796217,9.5,20.72468987800012,267.7033007833489,70347.370723964,0.64,141.55
14690.99,6.0,64.0,69.27094165344606,69.27094165344606,0.0,0.0,0.0,0.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2539.95,125.95,561.95,254.9860520584936,140.0740726119351,236.51,84666498.00877863,9.5,21.845362479029628,198.2925802065533,26385.62139458556,0.88,141.55
15624.22,6.0,64.0,71.98686343533605,71.98686343533605,0.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,57.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2931.39,133.58,800.93,308.3425334135679,197.1417184554292,252.39,84666498.00957938,9.5,22.95262279368501,279.13562164073574,68981.90577528464,0.68,141.55
13174.12,6.0,64.0,72.78275860332359,72.78275860332359,0.0,0.0,0.0,0.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,46.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1673.61,96.3,266.68,153.32527261077416,54.79197490500409,176.77,84666498.01048063,9.5,15.705042469437428,77.48795481185222,17254.74461753666,0.41,141.55
16340.93,6.0,64.0,72.84313968848343,72.84313968848343,0.0,0.0,0.0,0.0,0.97,1.0,0.0,0.0,0.0,0.0,0.0,57.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3373.29,188.75,591.21,305.9934515290351,116.70446507969784,350.04,84666498.0108232,9.5,24.234732200052004,163.69784444782945,24052.65377367028,0.87,141.55
15678.8,6.0,64.0,68.39226568433614,68.39226568433614,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,58.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2291.47,115.05,558.19,228.5645536521442,135.0904887504312,215.49,84666498.01186521,9.5,19.90016637761937,191.1425265870856,39064.51296595133,0.59,141.55
13571.67,6.0,64.0,64.62154939470469,64.62154939470469,0.0,0.0,0.0,0.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,50.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2070.29,105.24,616.73,202.8442413465018,157.23243584284984,205.52,84666498.01255651,9.5,19.52854720372526,222.67528680655013,51673.25931611764,0.83,141.55
16544.0,6.0,64.0,66.8390339330223,66.8390339330223,0.0,0.0,0.0,0.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0,54.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3440.11,141.21,1039.52,339.90240976593066,299.55031855571536,328.69,84666498.0129084,9.5,24.72480779260197,423.4000147097733,122192.93444462786,0.78,141.55
16599.31,6.0,64.0,66.35731310993135,66.35731310993135,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,58.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3198.78,132.03,741.45,334.5229743153733,235.7377976354581,258.93,84666498.013677,9.5,23.82695061986593,333.60655071710033,102977.04319353656,0.87,141.55
18436.93,6.0,65.68,69.69621756282714,69.69621756282714,0.0,0.0,0.0,0.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,62.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1766.49,91.07,365.11,148.98170439901514,82.0076803365225,200.07,84666498.01420507,9.5,15.995612287568855,116.23581324278614,32025.5686189108,0.32,141.55
17207.04,6.0,64.0,68.24214859073781,68.24214859073781,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,62.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3188.5,169.71,896.06,340.2286946667454,236.3931022343289,287.27,84666498.01464337,9.5,25.477336899811853,331.32407931734446,91752.84782593932,0.93,141.55
